"","id","Sp_no","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"57124",1217004,220,37,53,21,145,22,21,-37.88916667,145.3725,"","MEL","2","VIC","","Hardy Gully Nature Walk, Sherbrooke Forest","Fern Gully","Wood","","","Fern Tree",11,5,2017,"","",34,"","","","","","","","","","4/8/17","GP","S","","","","","","","","",NA,760,"","",0
"13329",24469,240,37,14,43,148,49,29,-37.24527778,148.8247222,"","","","VIC","","Errinundra National Park, Gunmark Road, 1.3km SE Survey Road. AWC Site 124.","Geological Type: ORD, Micro-Topo: Sheltered Slope. Tree species on plot: Acacia dealbata, Acacia melanoxylon, Eucalyptus dalrympleana, Eucalyptus fastigata, Eucalyptus radiata.","","","","",27,5,1999,"","",1,"","","1","","","","","","","21/4/04","CFR","","H","","Pale greyish, yellow glabrous. Gleba ivory. Odor mild.","Mires, G.W.","","MEL 2105059","","",5,903,"","",NA
"24334",42617,90,37,24,0,145,33,0,-37.4,145.55,"","DES","3","VIC","","Murrindindi Reserve.  Beside Murrindindi River.  On river walk.","Beside river.","","","","",2,12,2008,"","",21,"N","N","1","","","","","","","21/7/09","WC","S","","","","","","","","",NA,132,"","",0
"35616",54618,354,38,25,20,144,57,33,-38.42222222,144.9591667,"","LLG","2","VIC","","Mornington Peninsula NP. Greens Bush. Baldry Crossing. Car park","Heathy eucalypt forest with Eucalyptus radiata, E. obliqua, E. viminalis","Ground","","","",3,6,2012,"","",112,"N","N","1","","","","","","","8/2/13","GP","S","","","","","","","","",NA,178,"","",0
"56842",1216958,697,34,59,36,116,43,43,-34.99344444,116.7287222,"36","GOO","1","WA","","The Knoll southernmost walktrail, Walpole Nornalup National Park, Walpole ","Corymbia ficifolia, Eucalyptus diversicolor, Agonis flexuosa","soil","","","",24,7,2017,"","",29,"","","","","","","","","","4/8/17","GP","S","","","","","","","","",NA,78,"","",0
"40512",63160,1444,26,50,0,153,5,0,-26.83333333,153.0833333,"50","","2","QLD","","Buderim Forest Park","Rainforest","Soil","","","",14,11,2007,"","",2,"","","1","","","","","","","12/3/14","GP","S","","","","","","","","",NA,1287,"","",NA
"1058",1181,18,35,36,10,148,29,10,-35.60277778,148.4861111,"","LLM","","NSW","","Kosciusko National Park.  Bogong Peaks Wilderness area: Michelago Peak.","Snow grass and Eucalyptus pauciflora var. debeuzevillei.  Some fallen logs","","","","",0,3,1993,"","SMI0065",3,"Y","","2","TM","","","1","018ms03,018ms04","","12/9/96","PG","S","","","Photos stored with record.","","","","","",3,65,"","",NA
"40470",63115,170,26,23,0,153,6,0,-26.38333333,153.1,"40","","2","QLD","","Noosa National Park","Wet sclerophyll forest","branch","Melaleuca","quinquenervia","",9,4,2009,"","",2,"","","1","","","","","","","12/3/14","GP","S","","","","","","","","",NA,1287,"","",NA
"56317",1216271,118,36,11,1,150,4,5,-36.18361111,150.0680556,"","LLG","2","NSW","","Cowdroy Creek Rain Forest","Remnant Pocket Warm Temperate R/forest","Dead wood","","","",15,4,2017,"","",68,"","","","","","","","","","12/5/17","GP","","","","Photos available on request","","","","","",NA,534,"","",0
"33261",52125,4,35,26,45,138,32,3,-35.44583333,138.5341667,"400","LLG","2","SA","","20km north-east of Victor Harbor, Alma Road, opposite Springmount Conservation Park, on private property.","Grazed pasture ringed with pine trees.","Soil.","Pinus","","Pine",5,5,2011,"","",6,"N","N","1","","","0","","","","3/7/12","WC","S","","","","","","","","",NA,1232,"","",0
"2537",2225,46,34,49,30,138,48,36,-34.825,138.81,"370","LLG","2","SA","","Inglewood: Milbrook Reservoir Reserve","Eucalyptus woodland","wood","Eucalyptus","viminalis","manna gum",11,7,2000,"","CAT0049",16,"N","N","1","","","","","","","8/9/00","BA","S","","","","","","","","",1,49,"","",NA
"20435",37040,299,37,51,43,144,14,25,-37.86194444,144.2402778,"290","LLM","2","VIC","","Brisbane Ranges National Park.  Ted Errey Circuit, between Stony Creek and Outlook, near the swamp.","Bush burnt Jan 2006.","Trunks of eucalypts","Eucalyptus","","",18,6,2006,"","",5,"N","N","2","TM","9/7/06","0","2","","","19/12/06","WC","S","","","Two fungi growing low down on one tree, one above the other, and one growing 2-3m up a nearby tree.","","","","","",NA,241,"","",0
"42022",65145,74,36,9,14,150,4,15,-36.15388889,150.0708333,"","LLU","2","NSW","","Scenic Drive Narooma","Dry Sclerophyll Forest","Rotting log","","","",21,4,2014,"","",61,"","","2","TM","1/2/15","","7","074tjv07","","13/3/15","GP","S","","","","","","","","",NA,534,"","",0
"28221",45904,94,41,23,42,145,48,23,-41.395,145.8063889,"","LLG","1","TAS","","Black Sugarloaf (home)","eucalypt forest","log","","","",4,8,2007,"","",19,"","","2","","","","","","","28/6/10","GE","S","","","","","","","","",NA,640,"","",0
"28103",45755,17,32,2,12,115,51,19,-32.03666667,115.8552778,"10","LLG","1","WA","","Perth suburb, Mt Pleasant","Suburban verge","Woodchip mulch over sand","","","",19,4,2008,"","",9,"","","2","","","","","","","9/6/10","GE","S","","","Seen in 2007 at this location","","","","","",NA,217,"","",0
"37872",57008,683,38,10,24,142,57,44,-38.17333333,142.9622222,"","DES","2","VIC","","Approximately 4km north-east of Noorat, Glenormiston College, Koori Centre.","Nearest tree - Pinus radiata.","Pine needle litter.","","","",26,6,2005,"","",4,"N","N","1","","","","","","","10/12/13","WC","S","","","","","","","","",NA,960,"","",0
"54794",1214681,418,NA,NA,NA,NA,NA,NA,-16.9023,145.7489,"2","GOO","1","QLD","","Cairns Botanic Garden, Cairns","Mostly garden beds amongst trees in parkland","Soil with high humus content, soil with native leaf cover, heavily mulched and wood-chipped garden beds with or without irrigation","","","",23,3,2016,"","",1,"N","","","","","","","","","18/11/16","GP","S","","","","","","","","",NA,1846,"","",0
"10489",14592,82,43,14,46,146,50,58,-43.24611111,146.8494444,"447","LLG","1","TAS","","Geeveston area: Hermons Road E side, 200m S Hermons Spur 2 Road","Eucalyptus obliqua, E. delegatensis, with some rainforest species (Phyllocladus aspleniifolius, Atherosperma moschatum)","rotten wood","","","",13,6,1995,"","",5,"","","1","","","","","","","30/4/03","GE","S","","","Macrofungal Community Ecology Plot R7, most surveys carried out by Jill Weller","","","","","",3,9,"","",NA
"46438",1209476,307,35,36,10,138,14,36,-35.60277778,138.2433333,"279","LLG","2","SA","","Fleurieu Peninsula. Deep Creek Conservation Park. Stringybark Trail","","","","","",16,8,2014,"","",54,"","","1","","","","","","","8/1/16","GP","S","","","","","","","","",NA,49,"","",0
"44534",1208113,447,37,51,6,146,2,39,-37.85166667,146.0441667,"","LLG","2","VIC","","Toorongo Falls, near Noojee, car park and walk to the falls","Wet sclerophyll forest with small patches of Myrtle beech and Tree-ferns","Wood","","","",3,5,2015,"","",148,"N","N","1","","","","","","","18/12/15","GP","S","","","","","","","","",NA,178,"","",0
"54688",1214802,409,35,13,3,138,42,1,-35.2175,138.7002778,"","DES","3","SA","","Kuitpo Forest","","","","","",11,5,2014,"","",1,"Y","","3","TM","25/11/16","","7","P1000490","153","2/12/16","GP","S","","","","","","","","",NA,1942,"","",0
"42657",120132,415,37,51,35,144,11,25,-37.85972222,144.1902778,"","LLG","2","VIC","","Brisbane Ranges National Park, Burchell Trail behind Fridays Campground.","Dry sclerophyll forest.","Growing on tree base and beside tree in leaf litter.","","","",23,8,2014,"","",28,"N","N","1","","","0","","","","24/3/15","WC","S","","","","","","","","",NA,241,"","",0
"5167",5387,15,33,16,0,135,52,0,-33.2667,135.8667,"","LLH","","SA","","Eyre Peninsula: Cootra","","","","","",20,1,1954,"","BEL0278",1,"N","","1","","","","","","","16/4/99","","","H","","","E.V. Giles","","ADW 3735","","",NA,278,"","",NA
"33866",52840,64,37,28,57,145,49,57,-37.4825,145.8325,"","LLG","2","VIC","","Yarra Ranges NP. Lady Talbot Drive, The Beeches","Myrtle beech forest Nothofagus cunninghamii with Mountain ash Eucalyptus regnans, and understorey of silver wattles, rough tree-fern and ground cover ferns","Wood, end of cut log","","","",5,6,2011,"","",100,"N","N","1","","","","","","","2/8/12","GP","S","","","","","","","","",NA,178,"","",0
"11193",15372,73,41,16,34,146,46,2,-41.27611111,146.7672222,"250","LLG","2","TAS","","Holwell Gorge","rainforest remnant: Nothofagus cunninghamii / Acacia moschatum","soil","","","",10,5,2003,"","",12,"","","1","","","","","","","18/8/03","GE","S","","","","","","","","",NA,640,"","",NA
"12505",17690,299,32,44,0,138,7,0,-32.73333333,138.1166667,"500","LLM","2","SA","","W of Spring creek, on road to Alligator Gorge","Eucalyptus forest","live tree","Eucalyptus","","",17,5,2003,"","",24,"","","1","","","","","","","2/1/04","CFR","S","","","HL3882","","","","","",4,106,"","",NA
"38671",60571,1248,41,29,2,145,29,43,-41.48388889,145.4952778,"650","","","TAS","","Near Waratah - Corinna Road, 7km south-west of Waratah.","Old growth Leptospermum lanigerum forest, with scattered Tasmannia lanceolata, Nothofagus cunninghamii, Eucalyptus delegatensis, Anodopetalum biglandulosum","","","","",22,4,2006,"","FM-TARK2006-251",4,"","","","","","","","","","13/1/14","","","","","","Lebel, T.","Lebel, T","","","",NA,1570,"","",NA
"2353",1806,38,37,11,0,142,24,0,-37.18333333,142.4,"","LLU","2","VIC","","Grampians: Paddy Castle, Glenelg River Rd","Brown Stringybark (E. baxterii) woodland, dense bracken ground cover","in soil","","","",31,5,1997,"","MUN0187",7,"N","","1","","","","","","","11/6/99","PG","S","","","","","","","","",1,187,"","",NA
"14456",27691,90,38,19,50,142,21,0,-38.33055556,142.35,"","DES","2","VIC","","Tower Hill picnic area.","","Growing in cracks of rotting stump.","","","",26,6,1999,"","",1,"N","N","3","TM","","0","1","","153","10/8/04","WC","S","","","Photo stored with record.","","","","","",NA,392,"","",NA
"35896",55660,94,37,53,18,145,22,9,-37.88833333,145.3691667,"","MEL","2","VIC","","Sherbrook Forest, Grants Picnic Ground area.","Wet forest","Logs","","","",14,7,2012,"","",21,"","","1","","","","","","","21/6/13","GP","S","","","","","","","","",NA,760,"","",NA
"36000",54849,73,37,4,9,142,46,43,-37.06916667,142.7786111,"252","LLG","1","VIC","","Stawell, Grant St, roadside bushland.","On a cleared area in dry heathland with Eucalyptus goniocalyx.","On lichen and moss.","","","",19,7,2012,"","",6,"N","N","1","","","0","","","","26/2/13","WC","S","","","","","","","","",NA,686,"","",0
"22098",40559,420,37,35,0,145,38,0,-37.58333333,145.6333333,"","LLU","2","VIC","","Dom Dom Saddle","Eucalypt forest including mountain ash, tree ferns, grassy clearing","wood","","","",29,5,2005,"","",45,"N","N","1","","","","","","","6/8/08","GP","S","","","","","","","","",NA,178,"","",0
"14299",27513,26,16,55,0,145,4,0,-16.91666667,145.0666667,"","DES","5","QLD","","Cairns (region)","","","","","",0,0,2004,"","",7,"Y","N","2","","","0","3","","","25/6/04","CFR","S","","","Record from Eldon Marshal - photo used in Fungimap book.","","","","","",NA,904,"","",NA
"28039",47354,32,42,54,44,147,15,9,-42.91222222,147.2525,"470","AMG","2","TAS","","Mt Wellington area.  Woods Track, at O'Grady's Fire Trail end.","Wet sclerophyll forest with Eucalyptus obliqua.","In forest litter and moss.","","","",19,6,2009,"","",6,"N","N","2","TM","28/10/09","0","4","032chj01","","20/7/10","WC","S","","","Three seen together.","","","","","",NA,1362,"","",0
"45946",1208990,576,35,36,22,138,14,20,-35.60611111,138.2388889,"","DES","2","SA","","Fleurieu Peninsula. Deep Creek Conservation Park. Campsite","","","","","",6,7,2014,"","6/vii",49,"","n","No","","","","","","","30/12/15","GP","S","","","","","","","","",NA,49,"","",0
"12439",26349,52,38,19,0,145,37,0,-38.31666667,145.6166667,"","","2","VIC","","Gippsland Plain.  Near Nyora, c. 2km NW of Mosquito Hill.","","Dead, standing or fallen wood.","Leptospermum/Banksia","myrsinoides/marginata","",3,7,1992,"","",3,"","","1","","","","","","","8/6/04","CFR","","H","","","May, T.W. and J. Eichler.","","MEL 2015353","","",NA,903,"","",NA
"23878",40969,1,37,47,28,144,58,1,-37.79111111,144.9669444,"","MEL","2","VIC","","Melbourne suburb of Carlton.  Melbourne Cemetery, by internal road.","City cemetery, grassy road verge.","Soil","","","",18,5,2008,"","",99,"N","N","2","","","0","4","001rb01","","9/9/08","WC","S","","","Seen a few here in May over several years.","","","","","",NA,30,"","",0
"39899",62169,12,37,49,53,144,54,30,-37.83138889,144.9083333,"","GOO","2","VIC","","Westgate Park, Todd Road, Melbourne","","","","","",1,4,2012,"","",2,"N","N","1","","","","","","","20/2/14","","S","","","","","","","","",NA,1566,"","",0
"26268",43680,4,37,21,19,144,31,2,-37.35527778,144.5172222,"550","AMG","2","VIC","","Woodend.  Tylden - Woodend Road reserve.","Beside Pinus radiata plantation.","","Pinus","radiata","Pine",26,6,2007,"","",10,"N","N","1","","","0","0","","","15/12/09","WC","S","","","","","","","","",NA,1023,"","",0
"150",1217058,310,35,26,48,138,31,59,-35.44666667,138.5330556,"","LLG","2","SA","","Spring Mount Conservation Park, near Mount Compass","Open sclerophyll woodland, Eucalyptus baxteri with Xanthorrhoea semiplana, Pultenaea daphnoides, Acacia myrtifolia in understorey.","","","","",27,5,2017,"","",45,"","","","","","","","","","4/8/17","GP","S","","","Leader: Pam Catcheside","","","","","",NA,698,"","",0
"15935",31123,329,34,7,0,122,16,0,-34.11666667,122.2666667,"","","3","WA","","Recherche Archipelago, Mondrain Island.","","","","","",11,11,1950,"","",5,"","","1","","","","","","","23/2/05","CFR","H","","","","Willis, J.H.","","MEL 2022411","","",7,903,"","",NA
"35776",54698,123,37,29,7,145,49,42,-37.48527778,145.8283333,"","LLG","2","VIC","","Yarra Ranges NP. The Beeches, Lady Talbot Drive. Whitehouse Creek Track","Myrtle beech forest with mountain ash and understorey of silver wattle, rough tree-fern. Recovery after fire","Fallen tree trunks","","","",10,6,2012,"","",113,"N","N","1","","","","","","","15/2/13","GP","S","","","","","","","","",NA,178,"","",0
"58670",1219209,752,38,32,48,143,56,25,-38.54675,143.9403833,"","LLG","1","VIC","","Phantom Falls track, Lorne","Wet forest","Rotting wood (Blue gum)","Eucalyptus","globulus","Blue gum",24,4,2014,"","",6,"Y","","2","GP","15/6/18","","7","DSCN2306, DSCN2308","","20/6/18","GP","S","","","Photos backed up on CD 112","","","","","",NA,1573,"","",0
"35204",55548,77,37,19,30,143,23,0,-37.325,143.3833333,"","DES","2","VIC","","15km north of Beaufort, on Amphitheatre Road, Chute State Forest.","","Growing on living eucalypt.","","","eucalypt",8,7,2010,"","",5,"N","N","1","","","","","","","21/5/13","WC","S","","","","","","","","",NA,960,"","",0
"33897",52872,1,34,15,0,150,33,0,-34.25,150.55,"453","LLM","2","NSW","","Buxton, 55 Greetham Road.","Eucalyptus and Allocasuarina woodland.  Also edge of mulched garden.","Mulched soil or native pasture.","","","",0,3,2012,"","",6,"N","N","2","","","0","1","","","14/8/12","WC","S","","","[Some doubt about identification.  Orange-red stain doesn't look right.  Need to see ring.]  Five photos stored with record.","","","","","",NA,1452,"","",0
"18420",36711,58,37,53,18,145,22,9,-37.88833333,145.3691667,"","MEL","2","VIC","","Sherbrook Forest, Grants Picnic Ground area","Wet forest","Soil","","","",25,5,2006,"","",6,"","","1","","","","","","","27/11/06","GP","S","","","","","","","","",NA,760,"","",0
"19747",36154,6,30,48,0,152,55,0,-30.8,152.9166667,"","DES","3","NSW","","Yarriabini NP, 12 km south of Macksville","Mixed forest","Soil","","","",29,7,2006,"","",7,"N","N","1","","","","","","","30/10/06","GP","S","","","","","","","","",NA,760,"","",0
"50302",1211108,11,37,26,49,144,15,42,-37.44694444,144.2616667,"","GOO","1","VIC","","Blackwood, Wild Dog Creek below Wheeler Road","old fallen log in wet forest","Dead wood","","","",9,6,2013,"","",2,"Y","","2","TM","5/2/16","","7","Ascocoryne sarcoides WHEELER WILD DOG CK 2 130609","","16/3/16","GP","S","","","","","","","","",NA,177,"","",0
"45370",1208084,554,36,56,0,140,44,0,-36.93333333,140.7333333,"","LLG","2","SA","","Naracoorte Nature Reserve","","","","","",18,7,2009,"","18/vii",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"23746",40862,272,37,40,23,145,52,59,-37.67305556,145.8830556,"","LLG","3","VIC","","Upper Yarra Reservoir, Doctors Creek Walking Track.","Eucalypt forest: manna gum, grey gum and messmate stringybark with silver wattle, prickly currant bush and tree ferns.","","","","",4,5,2008,"","",38,"N","N","1","","","","","","","26/8/08","WC","S","","","","","","","","",NA,178,"","",0
"41655",64010,108,26,48,9,153,7,11,-26.8025,153.1197222,"","LLU","2","QLD","","Caloundra, Ben Bennett Bushland Park.","","","","","",14,4,2014,"","",3,"N","N","3","TM","16/5/14","","7","108wbt01","153","29/7/14","WC","S","","","","","","","","",NA,1594,"","",0
"38055",61136,1228,41,37,38,145,6,35,-41.62722222,145.1097222,"","","","TAS","","W of Waratah, past Savage River, in the Tarkine. ","0","","","","",4,5,2005,"","FM-TARK2006-1156",4,"","","","","","","","","","13/1/14","","","","","Gregarious, one solitary. Chestnut red fibrillose cap, white gills; tall white fistulose stem; chestnut - edged free partial veil; bulbous base. Odour & taste: none.","Syme, K. 1381/05","","MEL2279354","","",NA,1570,"","",NA
"13585",25814,266,32,15,20,137,33,22,-32.25555556,137.5561111,"55","LLG","1","SA","","Stuart Highway, 30 km west of Port Augusta","Sandy mallee heath","In sand, lichen cover","","","",14,7,2002,"","",28,"","","1","","","","","","","23/4/04","CFR","S","","","","","","","","",5,49,"","",NA
"13095",24159,94,34,39,32,150,19,8,-34.65888889,150.3188889,"610","AMG","1","NSW","","Morton National Park, Bundanoon.  Glow worm Glen.","Rainforest near creek.","On dead coachwood.","","","Coachwood",22,11,2000,"","",11,"N","N","1","","","0","0","","","9/3/04","WC","S","","","see 25/3/2000","","","","","",NA,46,"","",NA
"45233",1208020,1184,37,58,3,140,53,50,-37.9675,140.8972222,"45","LLG","2","SA","","Penambol Conservation Park, about 20 km south-east of Mt Gambier","","","","","",19,7,2009,"","*19/vii",49,"","Y","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
